,loss,dice,dice_coef,dicePerClass,accuracy,iou_coef
55,0.09490028023719788,0.9527270197868347,0.952727198600769,0.5044568777084351,0.98272705078125,0.9099751114845276
56,0.056266460567712784,0.9588375687599182,0.9588377475738525,0.5170702338218689,0.9883499145507812,0.9215549230575562
57,0.05468043312430382,0.9604210257530212,0.9604211449623108,0.5232095718383789,0.9881515502929688,0.9239659309387207
58,0.05503278970718384,0.9643895626068115,0.9643898010253906,0.5019968748092651,0.99053955078125,0.9312316179275513
59,0.09334762394428253,0.9479606747627258,0.9479607939720154,0.5271022319793701,0.976715087890625,0.9011175632476807
60,0.03772106021642685,0.96763676404953,0.9676368236541748,0.4973130524158478,0.99737548828125,0.9376634359359741
61,0.13674834370613098,0.9412358999252319,0.9412361979484558,0.5225101709365845,0.9588699340820312,0.8901243209838867
62,0.10455966740846634,0.9547232985496521,0.9547234773635864,0.5474468469619751,0.971832275390625,0.9140360951423645
63,0.08464085310697556,0.9461405873298645,0.9461407661437988,0.5036447048187256,0.9748764038085938,0.899616003036499
64,0.049315519630908966,0.9648170471191406,0.9648171663284302,0.5139799118041992,0.985748291015625,0.9328340291976929
65,0.027844179421663284,0.9756859540939331,0.9756860733032227,0.49598246812820435,0.9987716674804688,0.9527521133422852
66,0.10750388354063034,0.9485755562782288,0.9485757946968079,0.6006975173950195,0.9579849243164062,0.9023074507713318
67,0.31363511085510254,0.9330370426177979,0.933037281036377,0.48852407932281494,0.94964599609375,0.8772861361503601
68,0.11696595698595047,0.9575818181037903,0.9575819373130798,0.5243825912475586,0.9676666259765625,0.9195401668548584
69,0.06566808372735977,0.969447910785675,0.9694479703903198,0.5149075388908386,0.9857864379882812,0.941059947013855
70,0.027203962206840515,0.9763884544372559,0.9763884544372559,0.5102823376655579,0.9973831176757812,0.9543482065200806
71,0.14813372492790222,0.958879292011261,0.9588794112205505,0.500727653503418,0.9715194702148438,0.9216408729553223
72,0.06147799640893936,0.9732393622398376,0.9732394218444824,0.5251694917678833,0.9869842529296875,0.9478747844696045
73,0.029253646731376648,0.9822763800621033,0.9822764992713928,0.5272250175476074,0.9931640625,0.9652082920074463
74,0.04123330116271973,0.977806031703949,0.9778060913085938,0.5353158712387085,0.9897232055664062,0.9565836191177368
75,0.0281178317964077,0.9811037182807922,0.981103777885437,0.49892479181289673,0.9974594116210938,0.9631091356277466
76,0.07610653340816498,0.9669808149337769,0.966981053352356,0.545502781867981,0.9815139770507812,0.9360833168029785
77,0.1587226539850235,0.9440796375274658,0.9440798163414001,0.5528130531311035,0.9537887573242188,0.8943471908569336
78,0.053898610174655914,0.9729112386703491,0.9729112982749939,0.5160813331604004,0.9887161254882812,0.9472615122795105
79,0.038709886372089386,0.979297935962677,0.9792979955673218,0.5139944553375244,0.99261474609375,0.9594489932060242
80,0.033356741070747375,0.9811533093452454,0.9811533689498901,0.5421947240829468,0.99102783203125,0.9631301164627075
81,0.038482051342725754,0.9794490337371826,0.9794490933418274,0.5176912546157837,0.9918746948242188,0.9597299098968506
82,0.23907531797885895,0.9059383869171143,0.9059387445449829,0.5501662492752075,0.9119644165039062,0.8333650231361389
83,0.031256236135959625,0.9783160090446472,0.978316068649292,0.5140196084976196,0.99542236328125,0.9576782584190369
84,0.10955870151519775,0.9619520306587219,0.9619520902633667,0.5068857669830322,0.9778518676757812,0.9273315668106079
85,0.022536369040608406,0.9834297895431519,0.9834299683570862,0.5010595321655273,0.9978713989257812,0.9674177169799805
86,0.177772656083107,0.9443961381912231,0.9443963766098022,0.5063214302062988,0.9596328735351562,0.8953620195388794
87,0.04220754653215408,0.9750094413757324,0.975009560585022,0.5336846709251404,0.9890213012695312,0.9513853788375854
88,0.030704231932759285,0.9823561906814575,0.9823562502861023,0.5193932056427002,0.993988037109375,0.9653299450874329
89,0.03401681035757065,0.9787726998329163,0.978772759437561,0.5000792145729065,0.99468994140625,0.9585438966751099
90,0.034272946417331696,0.9785360097885132,0.9785361289978027,0.5277972221374512,0.9934310913085938,0.9579758048057556
91,0.09562808275222778,0.9641973376274109,0.9641975164413452,0.5091308355331421,0.9772872924804688,0.9312342405319214
92,0.0769224464893341,0.9645885229110718,0.9645886421203613,0.5169640183448792,0.9819412231445312,0.9317724704742432
93,0.38706764578819275,0.9207491278648376,0.9207493662834167,0.4860987067222595,0.9426651000976562,0.8541136980056763
94,0.04338832199573517,0.9782229661941528,0.9782230854034424,0.5257062911987305,0.9897689819335938,0.9575161933898926
95,0.9519486427307129,0.8119796514511108,0.8119803667068481,0.4532318413257599,0.8251800537109375,0.7131749391555786
96,0.06265958398580551,0.9695953726768494,0.9695954322814941,0.5110623836517334,0.9856338500976562,0.9415075778961182
97,0.121119424700737,0.9477275609970093,0.9477277994155884,0.5475780963897705,0.9592514038085938,0.9023332595825195
98,0.07837031036615372,0.9604747891426086,0.960474967956543,0.5410318374633789,0.974822998046875,0.925251841545105
99,0.03759493678808212,0.9727030992507935,0.972703218460083,0.49769625067710876,0.99609375,0.9469715356826782
